Indicator|foracid|crncy_code|sol_id|nrml_accrued_amount_cr|interest_calc_upto_date_cr|accrued_upto_date_cr|booked_upto_date_cr|nrml_accrued_amount_dr|interest_calc_upto_date_dr|accrued_upto_date_dr|booked_upto_date_dr|Dummy|migr_cumbal_for_avgcalc_cr|migr_cumbal_date
INT|                |01 |007     | 000000000002958.93|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000012821.94|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000007890.39|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000000813.69|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000000986.31|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000024041.16|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000000433.98|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000000826.02|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000007397.28|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000001898.64|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000002663.01|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000000295.92|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000000850.68|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000007746.57|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000000591.75|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000004154.22|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000001122.03|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000005289.18|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000005876.52|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000003550.68|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000000850.68|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000000542.43|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000002663.01|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000002835.63|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000007479.42|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000005239.71|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000008227.44|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000000534.30|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000002589.03|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000007397.28|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000001843.14|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000001201.98|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000001361.07|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000002663.01|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000000567.09|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000014794.56|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000002958.93|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000000739.71|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000000354.42|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000000887.67|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000000591.75|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000000739.71|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000002071.26|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000007397.28|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000000850.68|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000008876.70|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000007397.28|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000002538.72|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000002268.45|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000002685.24|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000000271.26|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000000850.68|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000001356.12|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000001234.08|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000000287.55|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000000567.09|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000002712.33|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000000284.76|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000005671.26|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000000271.26|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000002835.63|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000005671.26|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000022438.26|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000010066.41|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000014178.06|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000000271.26|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000004820.58|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000002169.90|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000005424.66|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000010444.59|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000001356.12|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000007089.03|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000000433.98|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000014963.94|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000000369.90|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000003969.90|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000002095.92|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000000246.60|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000000493.11|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000002330.10|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000001999.71|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000004931.55|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000001479.42|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000006472.62|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000001405.44|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000000739.71|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000000493.11|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000000493.11|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000001423.98|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000000221.94|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000002342.43|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000000702.72|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000000461.61|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000029280.78|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000001171.26|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000001405.44|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000000665.73|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000000702.72|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000000104.76|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000002095.92|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000001676.70|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000000419.22|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000001047.96|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000000681.12|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000000098.64|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000006410.82|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000000587.73|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000010684.83|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000000479.25|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000328952.68|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |008     | 000000000007397.28|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000002305.44|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000000234.27|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000001664.37|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000001553.40|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000002523.69|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000280305.48|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000002465.73|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000010356.12|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000001596.60|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000009493.11|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000001232.91|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000001084.95|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000038465.70|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000000838.35|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000003205.44|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000002712.33|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000000630.63|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000029589.03|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000003119.22|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000051287.73|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000002441.07|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000001417.77|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000000387.09|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000002983.59|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000088767.09|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000001356.12|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000000443.88|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000000569.61|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000009863.01|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000020034.30|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000008630.16|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000001849.32|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000003739.71|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000049417.68|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000000769.47|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000111241.26|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000007693.11|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000044876.52|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000128219.13|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000001479.42|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000004487.73|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000000493.11|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000003525.99|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000004364.37|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000002481.12|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000008876.70|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000014794.56|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000022191.75|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000003550.68|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000002958.93|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000000850.68|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000001479.42|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000001775.34|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000004734.27|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000007397.28|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000011835.63|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |009     | 000000000000739.71|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
