Indicator|foracid|crncy_code|sol_id|nrml_accrued_amount_cr|interest_calc_upto_date_cr|accrued_upto_date_cr|booked_upto_date_cr|nrml_accrued_amount_dr|interest_calc_upto_date_dr|accrued_upto_date_dr|booked_upto_date_dr|Dummy|migr_cumbal_for_avgcalc_cr|migr_cumbal_date
INT|                |01 |015     | 000000000002712.33|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |015     | 000000000000298.35|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |015     | 000000000000813.69|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |015     | 000000000003698.64|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |015     | 000000000000246.60|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |015     | 000000000000246.60|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |015     | 000000000000739.71|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |015     | 000000000000616.41|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |015     | 000000000011478.06|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |015     | 000000000000221.94|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |015     | 000000000000167.67|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |015     | 000000000000419.22|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |015     | 000000000000267.15|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |015     | 000000000030959.76|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |015     | 000000000014794.56|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |015     | 000000000002136.81|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |015     | 000000000001232.91|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |015     | 000000000000240.24|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |015     | 000000000035260.29|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |015     | 000000000005421.96|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |015     | 000000000000283.59|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |015     | 000000000005917.77|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |015     | 000000000005917.77|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |015     | 000000000000320.58|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |015     | 000000000001972.62|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |015     | 000000000011219.13|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |016     | 000000000000628.74|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |016     | 000000000006180.33|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |016     | 000000000001666.86|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |016     | 000000000011219.13|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |016     | 000000000001290.12|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |016     | 000000000000567.10|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |016     | 000000000000850.68|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |016     | 000000000000567.09|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |016     | 000000000000271.26|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |016     | 000000000000284.76|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |016     | 000000000000644.67|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |016     | 000000000003513.69|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |016     | 000000000000665.73|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |016     | 000000000003513.69|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |016     | 000000000001873.98|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |016     | 000000000000296.22|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |016     | 000000000001843.14|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |016     | 000000000004373.04|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |017     | 000000000005609.76|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |017     | 000000000006410.82|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |017     | 000000000007853.43|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |017     | 000000000000152.07|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |017     | 000000000001084.95|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |017     | 000000000058767.15|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |017     | 000000000007397.28|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |017     | 000000000003254.76|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |017     | 000000000000283.59|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |017     | 000000000000345.24|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |017     | 000000000000369.90|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |017     | 000000000000776.70|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |017     | 000000000003698.64|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |018     | 000000000002108.25|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |018     | 000000000001873.98|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |018     | 000000000004438.35|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |018     | 000000000002934.27|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |018     | 000000000029589.03|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |018     | 000000000003982.23|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |018     | 000000000000283.59|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |018     | 000000000006238.35|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |018     | 000000000028048.02|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |018     | 000000000002835.63|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |018     | 000000000004820.58|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |018     | 000000000001405.44|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |018     | 000000000011712.33|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |018     | 000000000000619.71|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |018     | 000000000022037.73|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |018     | 000000000001009.71|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |018     | 000000000045410.82|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |018     | 000000000005342.61|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |018     | 000000000002835.63|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |018     | 000000000002847.96|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |018     | 000000000000567.09|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |018     | 000000000001134.27|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |018     | 000000000000283.59|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |018     | 000000000002268.45|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |018     | 000000000000591.75|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |018     | 000000000003402.72|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |018     | 000000000000887.67|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |018     | 000000000002367.09|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |018     | 000000000000295.92|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |018     | 000000000000246.60|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |018     | 000000000000271.26|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |018     | 000000000002552.04|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |018     | 000000000002552.04|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |018     | 000000000000708.93|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |018     | 000000000002835.63|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |018     | 000000000000283.59|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |018     | 000000000005719.41|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |018     | 000000000001109.61|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |018     | 000000000002835.63|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |018     | 000000000001972.62|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |018     | 000000000002465.73|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |018     | 000000000016027.44|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |018     | 000000000000605.88|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |018     | 000000000004882.23|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |019     | 000000000029383.38|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |019     | 000000000000863.01|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |019     | 000000000006410.82|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |019     | 000000000018698.55|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |019     | 000000000003739.71|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |019     | 000000000001496.04|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |019     | 000000000004487.73|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |019     | 000000000000283.59|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |019     | 000000000003254.76|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |019     | 000000000000271.26|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |019     | 000000000001232.91|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |019     | 000000000001389.18|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |020     | 000000000015386.28|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |020     | 000000000003525.99|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |020     | 000000000006143.67|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |020     | 000000000001496.04|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |020     | 000000000003870.75|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |020     | 000000000000567.09|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |020     | 000000000011165.70|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |020     | 000000000002136.81|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |020     | 000000000001175.46|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |020     | 000000000004701.45|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |020     | 000000000000419.22|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |020     | 000000000000523.98|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |020     | 000000000008548.02|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |020     | 000000000001068.60|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |020     | 000000000004274.01|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |020     | 000000000032054.88|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |020     | 000000000001400.88|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |020     | 000000000007693.14|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |020     | 000000000030719.13|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |020     | 000000000000542.43|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |020     | 000000000000443.88|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |020     | 000000000000665.73|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |020     | 000000000001676.70|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |021     | 000000000112191.69|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |021     | 000000000000489.02|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |021     | 000000000000567.09|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |021     | 000000000026712.27|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |021     | 000000000001676.70|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |021     | 000000000007397.28|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |021     | 000000000001479.42|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |021     | 000000000002219.22|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |021     | 000000000004438.35|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |021     | 000000000002219.22|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |021     | 000000000001417.77|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |021     | 000000000002835.63|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |021     | 000000000008506.89|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |021     | 000000000000949.95|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |021     | 000000000000425.34|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |021     | 000000000000949.95|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |021     | 000000000007089.03|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |021     | 000000000007089.03|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |021     | 000000000011342.43|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |021     | 000000000007089.03|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |021     | 000000000011835.63|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |021     | 000000000012945.24|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |021     | 000000000001047.96|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |021     | 000000000001068.60|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |021     | 000000000007545.24|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |021     | 000000000000258.93|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |021     | 000000000000784.71|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |021     | 000000000003221.40|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |021     | 000000000000443.88|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |021     | 000000000029589.03|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |021     | 000000000029589.03|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
INT|                |01 |021     | 000000000000295.92|20171125  |20171126  |20171126  |                 |          |          |          |                                                                                                    |                 |          
